0 1.807013e+00 1.485521e+08 2.525466
1 1.782289e+00 1.506128e+08 2.560500
2 1.782378e+00 1.506052e+08 2.560372
3 1.868581e+00 1.436574e+08 2.442254
4 1.783254e+00 1.505313e+08 2.559114
5 1.782004e+00 1.506369e+08 2.560909
6 1.783196e+00 1.505361e+08 2.559197
7 1.782388e+00 1.506044e+08 2.560357
8 1.822169e+00 1.473164e+08 2.504460
9 1.832588e+00 1.464789e+08 2.490222
10 1.782322e+00 1.506100e+08 2.560452
11 1.782292e+00 1.506125e+08 2.560495
12 1.782114e+00 1.506275e+08 2.560751
13 1.788623e+00 1.500794e+08 2.551432
14 1.812467e+00 1.481050e+08 2.517866
15 1.782658e+00 1.505816e+08 2.559969
16 1.781408e+00 1.506872e+08 2.561766
17 1.782847e+00 1.505656e+08 2.559698
18 1.781903e+00 1.506454e+08 2.561054
19 1.830454e+00 1.466497e+08 2.493125
