0 1.081598e+01 2.481841e+07 0.421927
1 1.080749e+01 2.483792e+07 0.422258
2 1.080785e+01 2.483709e+07 0.422244
3 1.080882e+01 2.483484e+07 0.422206
4 1.081254e+01 2.482630e+07 0.422061
5 1.080934e+01 2.483366e+07 0.422186
6 1.080570e+01 2.484202e+07 0.422328
7 1.080624e+01 2.484078e+07 0.422307
8 1.080949e+01 2.483332e+07 0.422180
9 1.081461e+01 2.482156e+07 0.421980
10 1.081032e+01 2.483140e+07 0.422147
11 1.081692e+01 2.481625e+07 0.421890
12 1.080497e+01 2.484369e+07 0.422356
13 1.080952e+01 2.483324e+07 0.422179
14 1.080920e+01 2.483399e+07 0.422191
15 1.081504e+01 2.482057e+07 0.421963
16 1.081038e+01 2.483127e+07 0.422145
17 1.081088e+01 2.483012e+07 0.422126
18 1.081100e+01 2.482985e+07 0.422121
19 1.080801e+01 2.483672e+07 0.422238
