0 1.936875e+00 1.385920e+08 2.771942
1 1.938004e+00 1.385113e+08 2.770328
2 1.937160e+00 1.385717e+08 2.771535
3 1.938056e+00 1.385076e+08 2.770253
4 1.937518e+00 1.385461e+08 2.771022
5 1.937779e+00 1.385274e+08 2.770649
6 1.937128e+00 1.385739e+08 2.771580
7 1.937529e+00 1.385453e+08 2.771007
8 1.937552e+00 1.385436e+08 2.770973
9 1.937470e+00 1.385495e+08 2.771091
10 1.937303e+00 1.385614e+08 2.771330
11 1.937676e+00 1.385348e+08 2.770797
12 1.937342e+00 1.385586e+08 2.771274
13 1.937469e+00 1.385495e+08 2.771092
14 1.937234e+00 1.385664e+08 2.771429
15 1.937528e+00 1.385453e+08 2.771008
16 1.937576e+00 1.385419e+08 2.770939
17 1.937577e+00 1.385418e+08 2.770937
18 1.937349e+00 1.385581e+08 2.771264
19 1.937999e+00 1.385117e+08 2.770335
