icccx 6.000000000311312e-09 2.3000000000550358e-05 1.9234573733306928e-07 1.420974065317371e-07
icc 4.0000000013640236e-09 2.200000000041058e-05 1.8919892399983498e-07 1.3975387262689963e-07
gcc 6.999999999784956e-09 2.3000000000550358e-05 1.9126041733311538e-07 1.412658635042803e-07
