icccx 4.000000000062981e-09 2.000000000279556e-06 2.2281673000047932e-08 1.9989499715924057e-08
icc 4.000000000062981e-09 2.000000000279556e-06 2.0719460000058726e-08 1.8676457868118762e-08
gcc 5.999999999877631e-09 3.000000000419334e-06 4.534220233331487e-08 3.824914626144075e-08
