0 3.746343e-01 7.165267e+08 14.331059
1 3.746692e-01 7.164599e+08 14.329723
2 3.746774e-01 7.164442e+08 14.329408
3 3.748173e-01 7.161768e+08 14.324060
4 3.752056e-01 7.154356e+08 14.309236
5 3.746822e-01 7.164350e+08 14.329223
6 3.747239e-01 7.163554e+08 14.327632
7 3.748844e-01 7.160486e+08 14.321496
8 3.750109e-01 7.158072e+08 14.316667
9 3.752944e-01 7.152663e+08 14.305850
10 3.748444e-01 7.161250e+08 14.323023
11 3.746700e-01 7.164583e+08 14.329690
12 3.749750e-01 7.158756e+08 14.318035
13 3.749104e-01 7.159990e+08 14.320505
14 3.747475e-01 7.163102e+08 14.326728
15 3.750312e-01 7.157683e+08 14.315890
16 3.746895e-01 7.164211e+08 14.328945
17 3.749540e-01 7.159157e+08 14.318838
18 3.749526e-01 7.159183e+08 14.318891
19 3.747380e-01 7.163284e+08 14.327092
