0 2.637489e-01 1.017769e+09 20.356126
1 2.640331e-01 1.016674e+09 20.334216
2 2.642260e-01 1.015931e+09 20.319372
3 2.640889e-01 1.016459e+09 20.329920
4 2.645252e-01 1.014782e+09 20.296388
5 2.640550e-01 1.016589e+09 20.332526
6 2.641931e-01 1.016058e+09 20.321902
7 2.640119e-01 1.016755e+09 20.335850
8 2.648962e-01 1.013361e+09 20.267963
9 2.643290e-01 1.015536e+09 20.311454
10 2.642159e-01 1.015970e+09 20.320142
11 2.639830e-01 1.016866e+09 20.338072
12 2.643740e-01 1.015362e+09 20.307992
13 2.639968e-01 1.016813e+09 20.337007
14 2.645140e-01 1.014825e+09 20.297248
15 2.646289e-01 1.014385e+09 20.288433
16 2.639470e-01 1.017005e+09 20.340846
17 2.639802e-01 1.016877e+09 20.338293
18 2.639520e-01 1.016986e+09 20.340460
19 2.643991e-01 1.015266e+09 20.306070
