0 1.926129e-01 1.393653e+09 27.874072
1 1.926091e-01 1.393680e+09 27.874624
2 1.930430e-01 1.390548e+09 27.811968
3 1.927199e-01 1.392879e+09 27.858589
4 1.925161e-01 1.394353e+09 27.888088
5 1.925390e-01 1.394188e+09 27.884772
6 1.925662e-01 1.393991e+09 27.880837
7 1.926260e-01 1.393558e+09 27.872175
8 1.927240e-01 1.392849e+09 27.858003
9 1.924670e-01 1.394709e+09 27.895204
10 1.936002e-01 1.386546e+09 27.731925
11 1.927540e-01 1.392632e+09 27.853662
12 1.926689e-01 1.393247e+09 27.865967
13 1.927769e-01 1.392467e+09 27.850355
14 1.927691e-01 1.392524e+09 27.851491
15 1.925890e-01 1.393825e+09 27.877523
16 1.928220e-01 1.392141e+09 27.843846
17 1.934700e-01 1.387478e+09 27.750584
18 1.927612e-01 1.392580e+09 27.852628
19 1.927099e-01 1.392951e+09 27.860037
