icccx 1.9999999989472883e-09 2.3999999999801958e-05 1.9092534899966785e-07 1.4043317210497998e-07
icc 9.999999994736442e-10 2.4999999999941735e-05 1.9109971599974606e-07 1.4067057075467394e-07
gcc 2.000000000248331e-09 2.000000000279556e-06 4.2233752000046157e-08 3.615072875061487e-08
