===0===
|0000|2.264142e-01_3.447447e-01_-2.655321e-02
|0001|-4.999996e-01_3.617880e-01_-7.803781e-01
|0002|-1.105128e-01_2.982766e-01_-5.964495e-01
|0003|-5.560911e-01_7.462393e-01_-6.544068e-03
|0004|1.910888e-01_4.686042e-01_3.656690e-01
|0005|-1.882717e-01_3.390205e-02_-4.221882e-01
|0006|-3.262434e-01_9.408584e-01_-3.311752e-01
|0007|2.203991e-01_1.202801e+00_4.237041e-01
|0008|-2.231404e-01_3.359940e-01_-3.338292e-01
|0009|1.480288e-01_2.535918e-01_-6.165892e-01
|0010|4.807023e-01_1.242075e-01_2.200065e-02
|0011|5.086151e-01_5.282006e-01_-4.023614e-01
|0012|-1.987533e-01_-6.758863e-02_-3.860496e-01
|0013|-2.829188e-01_4.412178e-01_-2.651460e-01
|0014|8.058888e-01_6.157998e-01_-1.958143e-01
|0015|-4.707150e-01_1.143356e-01_2.772456e-01
|0016|4.589817e-01_3.453782e-01_5.868151e-01
|0017|5.378173e-01_1.192577e-01_-5.578039e-01
|0018|-1.638146e-01_3.603770e-01_-3.732421e-01
|0019|-2.345111e-01_8.916978e-01_-7.285860e-01
|0020|-6.121237e-01_6.466294e-01_-1.437232e-02
|0021|2.335960e-01_6.786692e-01_7.402624e-01
|0022|1.646278e-01_2.486452e-01_-4.017969e-01
|0023|2.448663e-01_2.463143e-01_3.807827e-01
|0024|9.343867e-01_6.190590e-01_2.831607e-01
|0025|3.049364e-01_9.859918e-02_5.916314e-01
|0026|2.798069e-01_8.128004e-01_4.866139e-02
|0027|6.986574e-01_2.285309e-01_6.474057e-02
|0028|-1.683231e-01_1.024345e+00_-2.418170e-01
|0029|-1.986384e-01_1.376805e+00_-4.355287e-01
|0030|1.937074e-01_6.709063e-01_8.114853e-02
|0031|-3.171918e-01_2.634535e-01_-4.321176e-01
|0032|3.822508e-01_7.287641e-01_6.084387e-02
|0033|6.219037e-01_-1.606734e-02_1.107966e-01
|0034|-9.989029e-04_7.900833e-01_-3.287940e-02
|0035|9.965946e-02_6.066418e-01_7.101612e-01
|0036|5.296736e-01_4.221284e-01_2.851067e-01
|0037|8.693739e-01_1.436128e+00_1.031085e+00
|0038|-7.054801e-01_7.246324e-01_-9.208989e-02
|0039|6.471438e-01_5.177863e-01_1.853090e-01
|0040|7.358775e-01_9.557834e-01_3.507870e-01
|0041|5.541923e-02_4.233319e-01_-8.376480e-02
|0042|2.182763e-02_8.958455e-01_-6.192006e-01
|0043|1.203516e+00_2.017452e+00_1.050762e+00
|0044|-3.342881e-01_8.380282e-01_-2.444570e-01
|0045|4.149937e-02_4.793036e-01_6.320571e-01
|0046|-8.874528e-02_8.569199e-01_1.662727e-01
|0047|7.333576e-02_3.853413e-01_9.738961e-01
|0048|-1.258488e-01_8.138630e-01_-6.994263e-01
|0049|6.710761e-01_1.174070e+00_3.347333e-01
|0050|-2.213440e-01_4.596777e-01_-1.973534e-01
|0051|2.982493e-01_5.488759e-01_3.036914e-01
|0052|-1.056547e-01_7.812923e-01_-4.045917e-01
|0053|-2.948870e-01_6.689257e-02_-1.498813e-01
|0054|-3.228072e-01_8.515118e-01_-4.492068e-01
|0055|8.008028e-01_1.202362e+00_4.906634e-01
|0056|2.113391e-01_1.181934e+00_7.038216e-02
|0057|-5.444292e-01_-1.498604e-01_-2.590054e-01
|0058|2.854393e-01_5.649516e-02_2.721018e-01
|0059|5.326191e-03_3.267028e-01_-7.325612e-01
|0060|-8.980460e-02_5.019672e-01_-1.072286e+00
|0061|-7.401657e-01_7.174424e-01_-4.125582e-02
|0062|7.536944e-01_4.306526e-01_9.969197e-02
|0063|6.173796e-02_5.259658e-01_-1.088934e-01
|0064|-4.322265e-01_4.025241e-01_3.399790e-01
|0065|1.285097e-01_3.580357e-01_-8.800628e-02
|0066|-5.855111e-01_3.263490e-01_-3.843303e-01
|0067|3.322861e-01_5.607839e-01_2.287159e-01
|0068|2.366122e-01_4.757305e-01_-6.326801e-02
|0069|1.451862e-01_7.435822e-01_3.720607e-01
|0070|-1.187110e+00_1.711140e-01_-1.743913e-01
|0071|-7.262723e-01_9.573379e-01_-1.929830e-01
|0072|-1.408003e-01_6.212053e-01_-3.207044e-01
|0073|3.645118e-01_4.559342e-01_6.201099e-01
|0074|-7.969232e-01_5.408420e-01_1.017656e-02
|0075|-4.035759e-01_7.423703e-01_-2.281577e-01
|0076|2.688471e-01_-1.586778e-01_3.805315e-01
|0077|2.225088e-01_2.869210e-01_2.086954e-01
|0078|1.167086e-01_7.482570e-01_1.355125e-01
|0079|-7.512208e-01_7.620318e-01_-1.608206e-01
|0080|-7.657254e-02_6.264223e-01_-1.066208e-02
|0081|-3.677609e-02_4.009627e-01_9.706622e-02
|0082|-2.351756e-01_9.042413e-01_-7.276074e-01
|0083|1.723824e+00_6.426795e-01_-1.209614e-01
|0084|-3.166141e-01_6.703585e-01_-5.578374e-01
|0085|9.289569e-02_2.037058e-01_-5.587853e-01
|0086|-1.938928e-02_7.052721e-01_-3.078046e-02
|0087|-2.321104e-01_2.408120e-01_5.713333e-02
|0088|2.096391e-01_9.017466e-01_5.716206e-01
|0089|2.562433e-01_2.798728e-01_5.445673e-01
|0090|5.409499e-01_6.095942e-01_-2.819423e-01
|0091|5.948994e-01_3.354251e-01_2.444157e-01
|0092|-4.376844e-01_7.772760e-01_-1.467978e-01
|0093|4.578370e-01_5.265023e-02_2.852788e-01
|0094|7.592754e-01_4.620014e-01_3.330463e-01
|0095|1.992131e-01_3.829879e-01_-2.670695e-01
|0096|-2.485018e-01_1.159497e+00_-1.106112e-01
|0097|1.574436e-02_1.162820e+00_7.629063e-01
|0098|1.108200e-01_5.130383e-01_-9.909695e-01
|0099|5.993505e-01_1.437200e+00_-3.405136e-01
|0100|8.909821e-02_7.745668e-01_-4.439757e-01
|0101|2.170737e-01_5.868525e-02_1.065292e-01
|0102|-2.392691e-01_7.386152e-01_-2.773917e-01
|0103|-4.082760e-01_2.402849e-01_-3.697316e-01
|0104|6.032035e-01_-1.869421e-01_1.431425e-01
|0105|2.919558e-01_8.751366e-01_3.978519e-01
|0106|-9.100242e-01_3.406741e-01_-2.460803e-01
|0107|3.788223e-01_6.140000e-01_-1.941930e-01
|0108|-4.117836e-01_8.560101e-01_-4.935243e-02
|0109|4.787372e-01_9.588242e-01_1.824713e-02
|0110|-1.200198e-02_5.184798e-01_4.642104e-01
|0111|1.392048e-01_4.412591e-01_8.860276e-01
|0112|6.356890e-01_4.048121e-01_3.054525e-01
|0113|2.939557e-01_1.127262e+00_4.170542e-02
|0114|-6.632819e-01_7.216396e-01_-3.161424e-01
|0115|-3.834851e-01_-1.311046e-01_5.511434e-01
|0116|-5.567450e-01_9.942963e-01_-1.551475e-01
|0117|4.932062e-01_1.175335e+00_3.413464e-01
|0118|6.496314e-01_3.371752e-01_-1.250799e-01
|0119|-1.406316e-01_5.070883e-01_6.568142e-01
|0120|-4.960470e-01_9.666631e-01_-1.731909e-01
|0121|6.665122e-02_8.265930e-01_8.841049e-01
|0122|-4.895160e-01_8.866326e-01_-7.491316e-02
|0123|-1.689418e-01_2.622362e-01_-2.836869e-01
|0124|7.906453e-02_7.282163e-01_1.780576e-01
|0125|-1.835368e-01_5.076485e-01_-2.787354e-01
|0126|4.772204e-01_2.641622e-01_2.684474e-01
|0127|8.674287e-01_1.025195e+00_9.475911e-01
|0128|-3.263721e-01_-6.505482e-02_-1.175185e-01
|0129|4.372206e-01_-2.096528e-01_5.008456e-01
|0130|-2.752041e-01_5.241751e-01_-5.897780e-02
|0131|-9.562521e-02_3.508707e-01_-5.764883e-01
|0132|5.563107e-01_1.024683e+00_6.370912e-01
|0133|2.660555e-01_4.064242e-01_8.783908e-01
|0134|-2.655615e-01_6.564887e-01_-2.853092e-01
|0135|7.159416e-02_-2.024009e-01_2.869832e-01
|0136|4.002939e-01_1.099634e+00_2.317799e-01
|0137|4.040528e-01_2.366262e-01_-5.048074e-01
|0138|-8.046464e-01_6.286985e-01_-2.451533e-01
|0139|5.785909e-02_2.528051e-01_8.146378e-01
|0140|-2.597127e-01_-1.610687e-01_-6.093442e-01
|0141|1.781576e-01_3.756236e-02_3.227117e-01
|0142|-5.217543e-01_5.800217e-01_-4.632933e-01
|0143|-3.037049e-01_6.930333e-01_-3.630456e-01
|0144|-2.930371e-01_3.960703e-03_-3.937494e-01
|0145|3.657892e-01_6.494535e-01_1.457473e-01
|0146|-6.123131e-01_7.144772e-01_-3.393394e-02
|0147|2.212301e-01_7.957401e-01_5.086686e-01
|0148|-4.957150e-02_5.960196e-01_-8.711916e-01
|0149|6.070754e-01_7.214050e-01_2.601180e-01
|0150|-2.585808e-01_5.143304e-01_4.097679e-01
|0151|3.459058e-01_2.943466e-01_-1.312415e-01
|0152|2.419171e-01_1.080386e+00_1.860396e-01
|0153|2.674616e-02_8.719718e-01_2.009887e-01
|0154|-5.051916e-01_8.856679e-01_-7.482298e-03
|0155|7.989252e-01_9.544290e-01_1.502184e-01
|0156|1.098445e-01_2.452351e-01_5.737359e-01
|0157|-7.213197e-01_6.520562e-01_3.296062e-02
|0158|-2.438024e-01_2.843129e-02_-1.344181e-01
|0159|5.606140e-01_1.206049e+00_2.017788e-01
|0160|-1.650381e-01_3.874368e-01_-5.388360e-01
|0161|-1.320800e-01_7.135578e-01_-5.233508e-01
|0162|-2.208688e-01_-1.291940e-01_-4.113149e-01
|0163|2.861066e-01_5.010198e-01_-2.131835e-01
|0164|3.364700e-01_2.369312e-01_2.672158e-01
|0165|-1.543765e-01_6.153488e-01_-9.428239e-01
|0166|-1.302120e-01_6.828608e-01_-3.607901e-01
|0167|4.901703e-01_3.951373e-01_5.883182e-02
|0168|4.410676e-01_5.522287e-01_-3.898890e-02
|0169|-4.064431e-01_8.365405e-01_-5.714064e-02
|0170|4.019020e-01_2.325050e-01_2.427691e-01
|0171|-9.312885e-02_4.458787e-01_5.605894e-01
|0172|1.166226e-01_5.071969e-03_2.567878e-01
|0173|-2.116436e-01_6.327169e-01_-1.184610e+00
|0174|-1.554023e-01_4.399701e-01_-8.608900e-01
|0175|-2.234892e-02_5.936586e-01_-9.062926e-01
|0176|1.865279e-01_7.189234e-02_4.700803e-01
|0177|-1.317913e-01_5.397372e-01_-7.008018e-01
|0178|1.449149e-02_1.534546e-02_3.084287e-03
|0179|2.679715e-01_7.991200e-01_-4.344910e-01
|0180|-3.701391e-01_5.809916e-01_-4.391829e-01
|0181|4.268684e-01_6.914370e-01_-3.601379e-01
|0182|1.988330e-01_4.223544e-01_8.948467e-01
|0183|2.966022e-01_6.199778e-01_2.606212e-01
|0184|2.655990e-01_8.663238e-01_1.372847e-01
|0185|-5.623917e-01_5.353208e-01_2.522303e-01
|0186|-3.929593e-01_7.952393e-01_-1.263028e-01
|0187|6.199780e-01_9.458948e-01_1.914589e-01
|0188|6.640081e-01_2.715831e-01_2.928439e-01
|0189|4.982433e-01_1.982160e-01_2.729000e-01
|0190|9.295081e-01_4.571339e-01_1.150142e-01
|0191|2.763343e-01_4.743317e-01_2.371023e-01
|0192|9.663296e-02_4.809215e-01_-6.453017e-01
|0193|-1.465610e-01_4.204238e-01_4.882175e-01
|0194|1.094945e-01_6.037753e-01_-6.455579e-02
|0195|4.597818e-01_1.089590e+00_4.669216e-01
|0196|3.545714e-01_1.126025e+00_3.884894e-01
|0197|-2.062259e-01_7.178272e-02_-2.605426e-01
|0198|3.889092e-01_1.253786e+00_2.746302e-01
|0199|9.659593e-01_4.707351e-01_1.909957e-01
|0200|-2.564979e-01_1.058902e+00_-4.060341e-01
|0201|2.245370e-01_8.343218e-01_7.332373e-01
|0202|-3.444463e-01_1.095983e+00_-2.516890e-01
|0203|1.119815e-01_1.333644e-01_4.586211e-01
|0204|-3.881478e-01_5.815703e-01_5.482289e-01
|0205|-1.034846e+00_2.651462e+00_-5.194189e-02
|0206|-3.097752e-01_8.233657e-01_-2.458518e-01
|0207|4.013711e-01_5.156785e-01_1.946212e-02
|0208|5.336539e-01_3.824662e-01_-2.753724e-02
|0209|-1.874450e-01_1.354952e-01_-7.690502e-01
|0210|3.044758e-01_5.683089e-01_-2.575050e-01
|0211|-2.352493e-01_2.815489e-01_-6.677649e-01
|0212|4.533652e-01_-1.269461e-01_6.851290e-01
|0213|-4.564641e-01_4.201434e-02_-3.698216e-02
|0214|-2.588589e-01_-1.372131e-02_-1.559528e-01
|0215|-6.465381e-01_7.270651e-01_4.093542e-01
|0216|-7.611341e-02_1.038796e-01_-5.132267e-01
|0217|-5.970502e-01_8.240434e-01_-2.295676e-01
|0218|-4.203992e-01_-2.774055e-02_2.452881e-01
|0219|6.864049e-01_-2.258267e-01_-7.330465e-01
|0220|3.783556e-01_-1.170291e-01_2.347746e-01
|0221|-1.000540e+00_7.232618e-01_-1.994518e-01
|0222|-3.656596e-01_1.134936e+00_-2.539619e-01
|0223|7.407948e-01_5.044390e-01_-1.420761e-02
|0224|-5.376428e-01_7.765892e-01_-5.591606e-01
|0225|-1.509080e-01_1.183777e-01_-7.506397e-01
|0226|-3.961513e-01_4.739700e-01_-1.581188e-01
|0227|-2.887886e-01_3.951444e-01_-9.009895e-02
|0228|-1.433848e-01_9.318603e-03_-6.835642e-01
|0229|6.130071e-01_1.033781e+00_7.820274e-02
|0230|-5.298588e-01_9.693930e-01_8.867232e-02
|0231|3.148373e-01_7.167804e-01_2.096655e-01
|0232|4.877150e-01_6.886375e-01_1.075921e+00
|0233|-8.322600e-01_7.117369e-01_-1.948303e-01
|0234|1.561671e-01_7.875911e-01_-3.406094e-01
|0235|1.990326e-01_8.066414e-01_7.316607e-01
|0236|8.886970e-01_4.747812e-01_1.108776e-01
|0237|1.612896e-01_6.786191e-01_8.681093e-01
|0238|3.038954e-01_-1.102672e-01_4.817725e-01
|0239|-3.724266e+00_3.582153e-01_1.000480e+00
|0240|4.594664e-01_6.763175e-01_-7.836232e-02
|0241|1.769444e-01_1.179835e+00_-6.806680e-01
|0242|-2.250084e-01_6.535411e-01_3.872632e-01
|0243|2.231173e-01_7.830171e-01_1.579141e-01
|0244|6.624771e-01_2.718597e-01_4.607247e-02
|0245|3.039212e-01_-7.928680e-02_6.350467e-01
|0246|-2.223693e-01_2.585323e-01_4.328642e-02
|0247|-2.671934e-01_5.108029e-01_2.521609e-01
|0248|-1.985694e-01_7.403708e-02_-2.775018e-01
|0249|-4.281197e-01_8.093373e-01_-2.659168e-01
|0250|-4.029068e-01_1.277120e+00_-3.208650e-01
|0251|-1.714210e-01_2.107024e-01_-9.651131e-01
|0252|-7.397220e-01_1.212303e-01_-3.202426e-01
|0253|8.299041e-01_9.287628e-01_2.497948e-01
|0254|3.730962e-01_7.559726e-01_2.803615e-02
|0255|1.469936e-01_4.495502e-01_-4.751832e-01
|0256|1.589811e-01_2.906502e-01_8.216489e-01
|0257|8.287277e-02_6.169920e-02_-5.764363e-01
|0258|-6.191973e-01_4.450422e-01_-4.275566e-01
|0259|-3.767706e-01_4.490849e-01_4.331022e-01
|0260|2.864459e-01_5.848889e-01_-2.918889e-01
|0261|-2.044750e-01_2.193535e-01_-5.276852e-01
|0262|-2.367057e-01_7.059349e-01_-5.179698e-01
|0263|7.505974e-02_4.770573e-01_-7.066755e-01
|0264|-5.134901e-01_2.204231e-01_-6.256016e-02
|0265|7.043158e-01_6.502849e-01_-1.395748e-01
|0266|2.742506e-01_8.529103e-01_1.904071e-01
|0267|-5.467279e-03_9.134564e-01_3.257235e-01
|0268|-4.223928e-01_7.931802e-01_-2.428488e-01
|0269|-7.463700e-01_-1.159335e-01_-1.560475e-01
|0270|1.031100e-01_8.901454e-01_7.048083e-01
|0271|-3.810346e-01_9.360972e-01_-3.580148e-01
|0272|-3.959604e-01_1.287491e+00_-3.051971e-01
|0273|2.728142e-01_1.093173e-01_4.007694e-01
|0274|2.705575e-01_4.547929e-01_-6.533630e-01
|0275|1.736027e-01_7.936468e-01_-4.947465e-01
|0276|-2.879460e-01_5.615118e-01_-1.584017e-01
|0277|-3.756368e-01_1.045141e+00_-2.687772e-01
|0278|-2.614629e-01_-2.888194e-02_-1.793358e-01
|0279|6.922805e-01_6.694177e-01_-3.745953e-02
|0280|-2.694800e-01_7.599181e-01_6.374800e-01
|0281|-1.407329e-02_7.226275e-01_-3.308706e-01
|0282|2.110118e-01_8.928714e-01_2.735036e-01
|0283|-3.352768e-01_-2.232062e-01_-2.083854e-01
|0284|-7.689750e-01_4.479795e-01_-2.467780e-01
|0285|2.324242e-01_4.243587e-01_3.664252e-02
|0286|-4.023239e-01_8.004490e-01_-1.649204e-01
|0287|1.618035e-01_-2.605210e-02_3.756745e-01
|0288|-6.999491e-01_3.270794e-01_-2.151741e-01
|0289|7.616872e-01_2.804679e-01_7.478967e-02
|0290|5.059890e-01_6.066617e-01_-3.750124e-01
|0291|-3.562861e-01_1.250819e+00_-3.616478e-01
|0292|4.388977e-01_-6.557965e-02_3.095195e-01
|0293|-1.395046e-02_5.003883e-01_9.814889e-01
|0294|-2.212909e-01_3.017193e-01_-5.401367e-02
|0295|-3.780250e-01_-1.257938e-01_-1.706925e-01
|0296|6.236764e-01_4.877048e-01_1.193031e-01
|0297|-2.488908e-01_7.103379e-01_-7.854131e-01
|0298|3.390179e-01_9.327180e-02_4.622337e-01
|0299|2.873043e-01_7.153916e-01_1.287353e-01
|0300|-3.622909e-01_8.516667e-01_-1.309372e-01
|0301|6.292067e-01_3.318169e-01_2.708017e-01
|0302|-1.468569e-01_3.671392e-01_-8.236226e-01
|0303|-7.956783e-01_8.065073e-01_-1.555709e-01
|0304|-1.946139e-01_4.706277e-01_-1.651131e-01
|0305|-6.061659e-01_1.882809e-01_-2.725291e-01
|0306|-2.048742e-01_3.344603e-01_3.392574e-01
|0307|-2.337405e-01_4.875007e-01_1.678602e-01
|0308|-1.257442e-01_6.696171e-01_-4.935705e-01
|0309|1.969506e-04_1.987917e-01_-1.400685e-02
|0310|-7.210605e-01_5.807567e-01_2.208065e-01
|0311|-1.938331e-01_1.273631e+00_-3.801679e-01
|0312|-8.068689e-01_-9.993107e-03_-3.158465e-01
|0313|-6.140101e-01_2.744586e-01_-4.313383e-01
|0314|1.535723e-02_4.030371e-01_4.985514e-01
|0315|3.202830e-01_6.183176e-01_-4.435976e-02
|0316|6.395698e-01_4.244926e-01_-4.995411e-02
|0317|2.316706e-01_5.900699e-01_5.189627e-01
|0318|-6.074773e-01_6.664190e-01_-1.163265e-01
|0319|7.827895e-01_4.332159e-01_3.374654e-02
|0320|-6.266768e-02_7.246741e-01_-7.347530e-01
|0321|5.163871e-02_6.719288e-01_2.750029e-01
|0322|-8.588091e-01_1.926155e-01_-4.257507e-01
|0323|-3.991835e-01_1.393582e+00_-5.618100e-01
|0324|-3.411338e-01_6.458763e-01_1.249704e-01
|0325|4.994135e-01_6.239919e-01_6.267995e-01
|0326|1.373435e-01_4.955225e-02_3.584755e-01
|0327|-2.931388e-01_5.720041e-01_-4.500434e-01
|0328|8.382325e-02_4.733205e-01_-8.346403e-01
|0329|9.867724e-03_2.474418e-01_5.281960e-01
|0330|-7.587225e-01_5.668256e-01_-3.819543e-01
|0331|7.686491e-01_8.113364e-01_1.632092e-01
|0332|5.288446e-02_-1.042909e-01_3.461425e-01
|0333|-1.390369e-01_4.902539e-01_5.150474e-01
|0334|3.767816e-01_1.219835e+00_3.841818e-01
|0335|-4.425608e-01_1.603080e-01_9.502606e-02
|0336|2.544675e-01_1.938634e-01_4.320450e-01
|0337|3.271880e-01_1.262532e+00_5.553892e-01
|0338|-3.330117e-01_1.402161e+00_-4.199539e-01
|0339|-1.059187e-01_2.401794e-01_-4.662772e-01
