0 gcc 0.421889990568161 0.4223560094833374 0.422151654958725
0 icc 5.264247894287109 5.5878400802612305 5.543265342712402
0 icx 2.442254066467285 2.5617659091949463 2.540473461151123
1 gcc 5.533616065979004 5.542087078094482 5.538092613220215
1 icc 1.2591960430145264 1.2606279850006104 1.2602540254592896
1 icx 1.2511810064315796 1.2524960041046143 1.2520502805709839
2 gcc 26.183820724487305 26.25244140625 26.225255966186523
2 icc 27.731924057006836 27.895204544067383 27.851816177368164
2 icx 20.267963409423828 20.35612678527832 20.321012496948242
3 gcc 2.7702529430389404 2.771941900253296 2.7710394859313965
3 icc 2.2686989307403564 2.272603988647461 2.27079439163208
3 icx 5.966125965118408 5.982820987701416 5.971497535705566
4 gcc 7.276243209838867 7.291800022125244 7.2855706214904785
4 icc 7.405275821685791 7.467940807342529 7.460183143615723
4 icx 8.057148933410645 8.071953773498535 8.063937187194824
5 gcc 14.3058500289917 14.331059455871582 14.322599411010742
5 icc 15.116610527038574 15.154291152954102 15.135998725891113
5 icx 16.18910789489746 16.26861572265625 16.248157501220703
6 gcc 28.80463409423828 28.871131896972656 28.835596084594727
6 icc 30.059724807739258 30.137489318847656 30.101566314697266
6 icx 33.21213150024414 33.34703826904297 33.30504608154297
