0 7.189271e-01 3.733834e+08 7.467941
1 7.193818e-01 3.731474e+08 7.463221
2 7.198310e-01 3.729146e+08 7.458564
3 7.194331e-01 3.731208e+08 7.462689
4 7.195489e-01 3.730607e+08 7.461488
5 7.192090e-01 3.732371e+08 7.465015
6 7.191179e-01 3.732844e+08 7.465960
7 7.200260e-01 3.728136e+08 7.456544
8 7.194700e-01 3.731017e+08 7.462306
9 7.250109e-01 3.702502e+08 7.405276
10 7.193429e-01 3.731676e+08 7.463624
11 7.189391e-01 3.733772e+08 7.467817
12 7.200172e-01 3.728181e+08 7.456635
13 7.193780e-01 3.731494e+08 7.463261
14 7.191899e-01 3.732470e+08 7.465213
15 7.193699e-01 3.731536e+08 7.463345
16 7.189879e-01 3.733518e+08 7.467310
17 7.199080e-01 3.728747e+08 7.457766
18 7.191291e-01 3.732785e+08 7.465844
19 7.193229e-01 3.731780e+08 7.463832
