0 1.612980e-01 1.664220e+09 33.285622
1 1.612508e-01 1.664707e+09 33.295367
2 1.610119e-01 1.667177e+09 33.344768
3 1.610868e-01 1.666403e+09 33.329271
4 1.612151e-01 1.665077e+09 33.302753
5 1.610880e-01 1.666390e+09 33.329024
6 1.610920e-01 1.666348e+09 33.328186
7 1.610129e-01 1.667168e+09 33.344570
8 1.613569e-01 1.663613e+09 33.273474
9 1.616549e-01 1.660546e+09 33.212132
10 1.611781e-01 1.665458e+09 33.310389
11 1.610830e-01 1.666442e+09 33.330060
12 1.612239e-01 1.664986e+09 33.300931
13 1.612501e-01 1.664715e+09 33.295515
14 1.610010e-01 1.667291e+09 33.347039
15 1.616340e-01 1.660761e+09 33.216443
16 1.613369e-01 1.663819e+09 33.277605
17 1.612401e-01 1.664818e+09 33.297582
18 1.610150e-01 1.667145e+09 33.344126
19 1.610541e-01 1.666741e+09 33.336031
