icccx 1.99999999981465e-09 2.000000000279556e-06 2.0268140000019447e-08 1.8415023500619597e-08
icc 9.99999999907325e-10 2.000000000279556e-06 2.1145079999866388e-08 1.900072287272765e-08
gcc 4.999999999102944e-09 2.000000000279556e-06 2.1045796666683784e-08 1.9075064007071078e-08
icccx 1.99999999981465e-09 2.000000000279556e-06 2.0268140000019447e-08 1.8415023500619597e-08
icc 9.99999999907325e-10 2.000000000279556e-06 2.1145079999866388e-08 1.900072287272765e-08
gcc 4.999999999102944e-09 2.000000000279556e-06 2.1045796666683784e-08 1.9075064007071078e-08
